name,key_skills,salary_from,salary_to,salary_currency,area_name,published_at
Программист 1С,,,1000.0,USD,Москва,2005-03-18T18:41:19+0300
Менеджер по работе с клиентами (менеджер по продажам ПО),,,1200.0,USD,Москва,2005-03-18T18:42:33+0300
Менеджера по продажам услуг,,,,,Москва,2005-03-18T18:43:52+0300
Главный специалист Отдела реинжиниринга,,,,,Москва,2005-03-18T18:57:51+0300
PRODUCT MANAGER,,,,,Москва,2005-03-18T19:05:59+0300
Программист,,,,,Москва,2005-03-18T19:13:30+0300
Программист,,,,,Москва,2005-03-18T19:13:30+0300
Программист,,,,,Москва,2005-03-18T19:13:30+0300
"Программист (Access, SQL)",,,,,Москва,2005-03-18T19:14:48+0300
"Программист (Access, SQL)",,,,,Москва,2005-03-18T19:14:48+0300
"Программист (Access, SQL)",,,,,Москва,2005-03-18T19:14:48+0300
Специалист по продажам беспроводного оборудования,,,1500.0,USD,Москва,2005-03-18T19:18:25+0300
Системный Администратор Windows систем,,,900.0,USD,Москва,2005-03-18T19:18:25+0300
Специалист отдела оперативного управления сетями (сменный график работы),,,,,Москва,2005-03-19T19:40:56+0300
Начальник отдела по работе с системными интеграторами,,,,,Москва,2005-03-19T21:04:01+0300
Специалист отдела  биллинга,,,,,Москва,2005-03-19T21:12:35+0300
Инженер отдела развития голосовых сетей,,,,,Москва,2005-03-19T21:15:55+0300
Маркетолог отдела информационного обеспечения продаж,,,,,Москва,2005-03-19T21:42:33+0300
Специалист в области внедрения и поддержки банковских систем,,,111.0,USD,Москва,2005-03-21T09:59:34+0300
Key account,,,,,Москва,2005-03-21T10:21:16+0300
Руководитель отдела продаж рекламных площадей,,,3000.0,USD,Москва,2005-03-21T10:21:17+0300
"Менеджер по продаже тренингов, семинаров",,,,,Москва,2005-03-21T10:21:17+0300
Журналист-редактор по общественно-политической тематике,,,700.0,USD,Москва,2005-03-21T10:21:17+0300
Специалист по сопровождению программного продукта (автоматизация учебно-методической деятельности),,,,,Москва,2005-03-21T10:21:19+0300
Инженер по системам безопасности,,,800.0,USD,Москва,2005-03-21T10:29:39+0300
Полиграфолог,,,,,Москва,2005-03-21T10:29:39+0300
Преподаватель по курсу «Ms+Lotus»,,,,,Москва,2005-03-21T10:41:01+0300
"Инженер технической поддержки (LDAP, Web Sphere)",,,,,Москва,2005-03-21T10:41:01+0300
"Системный администратор, с навыками программирования и разработки (ASP.NET).",,,,,Москва,2005-03-21T10:41:01+0300
Инженер (специалист) по СУБД Oracle и продуктам Oracle,,,1200.0,USD,Москва,2005-03-21T10:45:17+0300
Менеджер по работе с ключевыми клиентами,,,2000.0,USD,Санкт-Петербург,2005-03-21T11:10:58+0300
Бизнес-Аналитик,,,2700.0,USD,Москва,2005-03-21T11:13:40+0300
Бизнес-Аналитик,,,2700.0,USD,Москва,2005-03-21T11:25:49+0300
Руководитель отдела Интернет маркетинга,,,1500.0,USD,Москва,2005-03-21T11:28:35+0300
Системный Администратор,,,1800.0,USD,Москва,2005-03-21T11:33:19+0300
Инженер-установщик  аудио и видео оборудования,,,,,Москва,2005-03-21T12:28:21+0300
Менеджер по продаже бытовой техники,,,600.0,USD,Москва,2005-03-21T13:02:50+0300
Системный администратор,,,900.0,USD,Москва,2005-03-21T13:08:07+0300
Аналитик отдела закупок,,,,,Москва,2005-03-21T13:08:24+0300
Системный администратор,,,,,Москва,2005-03-21T13:12:51+0300
Системный инженер СУБД Oracle и Veritas I3,,,,,Москва,2005-03-21T13:23:18+0300
Системный администратор/ help Desk,,,,,Москва,2005-03-21T13:49:06+0300
Presale - инженер,,,,,Москва,2005-03-21T14:26:24+0300
Ведущий консультант по управленческому учету,,,,,Москва,2005-03-21T14:27:22+0300
ORACLE DBA ( вакансия БЛМ-Консорт ),,,2000.0,USD,Москва,2005-03-21T14:31:38+0300
Key Account Manager,,,2500.0,USD,Москва,2005-03-21T14:38:30+0300
Менеджер проекта,,,1300.0,USD,Москва,2005-03-21T14:46:39+0300
Специалист в отдел тестирования,,,1000.0,USD,Москва,2005-03-21T14:52:24+0300
Составитель документации,,,700.0,USD,Москва,2005-03-21T14:53:57+0300
Менеджер по продажам услуг энергоконсалтинга,,,1300.0,USD,Москва,2005-03-21T15:19:46+0300
PR-Менеджер,,,,,Москва,2005-03-21T15:50:12+0300
Архитектор / Ведущий разработчик приложений Lotus Domino,,,,,Москва,2005-03-21T15:50:13+0300
Менеджер по продаже ПО,,,1000.0,USD,Москва,2005-03-21T15:50:15+0300
Программист 1С,,,,,Москва,2005-03-21T15:52:27+0300
ДИЗАЙНЕР,,,1000.0,USD,Москва,2005-03-21T15:58:43+0300
IT менеджер (с опытом SAP),,,2500.0,USD,Москва,2005-03-21T16:30:31+0300
Технический специалист по продуктам HP OV,,,,,Москва,2005-03-21T16:31:55+0300
Инженер-проектировщик,,,1000.0,USD,Москва,2005-03-21T16:39:18+0300
"PR-manager, менеджер по связям с общественностью",,,1000.0,USD,Москва,2005-03-21T16:40:39+0300
Системный администратор,,,1000.0,USD,Москва,2005-03-21T16:42:33+0300
PR manager,,,1000.0,USD,Москва,2005-03-21T16:46:15+0300
Менеджер по продажам,,,2000.0,USD,Москва,2005-03-21T16:48:30+0300
Сис админ,,,,,Москва,2005-03-21T16:48:56+0300
Программист С++,,,900.0,USD,Москва,2005-03-21T17:00:38+0300
Системный администратор/программист,,,1000.0,USD,Москва,2005-03-21T17:03:26+0300
Разработчик,,,,,Москва,2005-03-21T17:14:27+0300
Бизнес аналитик,,,,,Москва,2005-03-21T17:15:45+0300
Руководитель проекта/менеджер по работе с заказчиком,,,,,Москва,2005-03-21T17:16:11+0300
Системный администратор,,,,,Москва,2005-03-21T17:16:38+0300
Программист на DELPHI (ММ),,,,,Москва,2005-03-21T17:23:40+0300
Разработчик Интернет-приложений,,,1250.0,USD,Москва,2005-03-21T17:23:45+0300
Аналитик базы данных,,,,,Москва,2005-03-21T17:52:54+0300
Системный администратор,,,,,Москва,2005-03-21T19:25:50+0300
IT Администратор,,,400.0,USD,Санкт-Петербург,2005-03-22T09:36:02+0300
Программист-разработчик,,,,,Москва,2005-03-22T09:47:32+0300
Админитсратор БД ORACLE,,,1800.0,USD,Москва,2005-03-22T09:55:32+0300
Программист / ведущий программист,,,2000.0,USD,Москва,2005-03-22T09:55:32+0300
Аналитик,,,,,Москва,2005-03-22T10:05:41+0300
Специалист обработки данных департамента информационных технологий,,,500.0,USD,Москва,2005-03-22T10:33:30+0300
Программист Delphi,,,,,Москва,2005-03-22T10:42:40+0300
Web-разработчик / Web-программист,,,,,Москва,2005-03-22T10:43:05+0300
Системный администратор,,,,,Москва,2005-03-22T10:43:45+0300
Специалист по внедрению финансовых информационных систем,,,,,Москва,2005-03-22T11:00:13+0300
Специалист по внедрению финансовых информационных систем,,,,,Москва,2005-03-22T11:22:44+0300
Инженер связи и слаботочных систем,,,,,Москва,2005-03-22T12:18:59+0300
Тестировщик ПО,,,,,Москва,2005-03-22T12:28:27+0300
Специалист по поддержке ПО,,,,,Москва,2005-03-22T12:31:45+0300
Программист ASP.NET,,,,,Москва,2005-03-22T12:34:36+0300
Системный администратор,,,1000.0,USD,Москва,2005-03-22T12:36:04+0300
Программист 1С,,,1500.0,USD,Москва,2005-03-22T12:36:04+0300
Web-программист,,,,,Москва,2005-03-22T12:51:29+0300
TCAD Engineer (SV),,,,,Нижний Новгород,2005-03-22T13:40:52+0300
Application Developer (NN),,,,,Нижний Новгород,2005-03-22T13:45:12+0300
Network/Server Specialist,,,,,Нижний Новгород,2005-03-22T13:50:25+0300
Преподаватель,,,,,Москва,2005-03-22T13:58:04+0300
Key Account Manager Banking Sector,,,,,Москва,2005-03-22T14:12:04+0300
"Business Consultant, IP Solutions and NGN",,,,,Москва,2005-03-22T14:12:04+0300
ADVERTISING MANAGER,,,,,Москва,2005-03-22T14:12:04+0300
Project Manager,,,,,Москва,2005-03-22T14:12:05+0300
Business Development – Mobile Applications,,,,,Москва,2005-03-22T14:12:05+0300
"Direct Touch Sales Manager – PBX, Call Centers",,,,,Москва,2005-03-22T14:12:05+0300
EVENTS MANAGER,,,,,Москва,2005-03-22T14:12:05+0300
Network Services Specialist,,,,,Москва,2005-03-22T14:12:05+0300
SOFTWARE MARKETING SPECIALIST,,,,,Москва,2005-03-22T14:12:05+0300
Независимый тренер-консультант,,,,,Москва,2005-03-22T14:13:24+0300
Presale Manager,,,1000.0,USD,Москва,2005-03-22T14:28:24+0300
"Консультант по SAP R/3 (функциональность FI, CO)",,,3000.0,USD,Москва,2005-03-22T14:28:24+0300
"Специалист по mySAP Business Suite (SAP R/3, BASIS, ABAP)",,,3000.0,USD,Москва,2005-03-22T14:28:24+0300
Руководитель консалтинговой практики SAP,,,4000.0,USD,Москва,2005-03-22T14:28:24+0300
Руководитель проекта Oracle E-Business Suite,,,3000.0,USD,Москва,2005-03-22T14:28:24+0300
Ведущий разработчик - программист,,,1300.0,USD,Москва,2005-03-22T14:36:53+0300
Программист баз данных,,,800.0,USD,Москва,2005-03-22T14:38:35+0300
Руководитель Управления продаж,,,5000.0,USD,Москва,2005-03-22T14:46:11+0300
ТЕХНИЧЕСКИЙ ПИСАТЕЛЬ(OS-QS-TW),,,1500.0,USD,Москва,2005-03-22T14:51:31+0300
Системный администратор,,,800.0,USD,Москва,2005-03-22T16:02:14+0300
Технический консультант,,,,,Москва,2005-03-22T16:02:40+0300
Технический консультант,,,,,Москва,2005-03-22T16:02:40+0300
Технический консультант,,,,,Москва,2005-03-22T16:02:40+0300
Программист,,,1000.0,USD,Москва,2005-03-22T17:23:50+0300
Ведущий специалист по технической поддержке (сотовая связь/радиосвязь),,,1500.0,USD,Москва,2005-03-22T18:15:36+0300
Специалист по информационным технологиям,,,700.0,USD,Краснодар,2005-03-22T18:34:17+0300
Руководитель IT службы,,,1500.0,USD,Москва,2005-03-22T18:48:54+0300
Продакт- менеджер,,,1500.0,USD,Москва,2005-03-22T18:55:47+0300
Директор по IT разработкам,,,2500.0,USD,Санкт-Петербург,2005-03-23T00:15:37+0300
Руководитель проекта,,,,,Москва,2005-03-23T09:32:07+0300
Сотрудник в департамент администрирования информационных систем (Support),,,600.0,USD,Москва,2005-03-23T10:22:36+0300
Телемаркетолог,,,,,Москва,2005-03-23T10:45:52+0300
Программист налогового отдела,,,1800.0,USD,Москва,2005-03-23T11:28:53+0300
Программист налогового отдела,,,1800.0,USD,Москва,2005-03-23T11:31:32+0300
"Директор торгового дома (вакансия от ""Консорт-ЕС"")",,,,,Москва,2005-03-23T12:12:13+0300
Программист 1С,,,1000.0,USD,Москва,2005-03-23T12:27:54+0300
Unix Developer,,,1500.0,USD,Москва,2005-03-23T13:08:50+0300
Системный аналитик,,,1300.0,USD,Москва,2005-03-23T13:25:50+0300
Аналитик,,,1300.0,USD,Москва,2005-03-23T13:28:10+0300
Инженер,,,1200.0,USD,Москва,2005-03-23T13:41:35+0300
Руководитель группы по тестированию программ,,,,,Москва,2005-03-23T17:41:30+0300
Technical Sales Consultant,,,3000.0,USD,Москва,2005-03-23T18:00:27+0300
Системный администратор / System Administrator,,,1000.0,USD,Москва,2005-03-23T20:04:17+0300
PBX and Voice systems administrator,,,,,Москва,2005-03-23T21:58:14+0300
Assistant to Technical Department,,,700.0,USD,Москва,2005-03-24T08:49:54+0300
Менеджер по работе с ключевыми клиентами:,,,2000.0,USD,Санкт-Петербург,2005-03-24T09:40:41+0300
"Event-manager. Код вакансии: ""Л-event""",,,1500.0,USD,Москва,2005-03-24T09:41:51+0300
"Core Network Consultant.Код вакансии ""Л-CNC""",,,2800.0,USD,Москва,2005-03-24T09:51:12+0300
Менеджер по конкурсным продажам в IT- компанию,,,,,Москва,2005-03-24T10:16:16+0300
"Администратор ведения контрактов, IT сектор",,,,,Москва,2005-03-24T10:16:39+0300
Инженер-технолог,,,1500.0,USD,Москва,2005-03-24T10:17:20+0300
Системный администратор,,,1200.0,USD,Москва,2005-03-24T10:21:21+0300
Программист,,,,,Москва,2005-03-24T10:22:00+0300
Java программист,,,1500.0,USD,Москва,2005-03-24T10:27:14+0300
Web-дизайнер,,,800.0,USD,Москва,2005-03-24T10:31:41+0300
Специалист по поддержке и наполнению web -сайта,,,600.0,USD,Москва,2005-03-24T10:31:41+0300
Менеджер по работе с корпоративными клиентами,,,,,Москва,2005-03-24T10:31:43+0300
Менеджер по работе со стратегическими партнерами,,,,,Москва,2005-03-24T10:41:04+0300
Менеджер по работе с региональными партнерами,,,,,Москва,2005-03-24T11:03:16+0300
IT-Менеджер,,,2200.0,USD,Санкт-Петербург,2005-03-24T11:04:54+0300
Студент-стажер,,,600.0,USD,Москва,2005-03-24T11:28:32+0300
Системный администратор,,,,,Москва,2005-03-24T11:33:01+0300
Sales Consultant,,,2300.0,USD,Москва,2005-03-24T12:00:30+0300
Системный администратор,,,,,Москва,2005-03-24T12:06:47+0300
Менеджер по компьютерным сетям (IT Manager),,,2500.0,USD,Санкт-Петербург,2005-03-24T12:17:28+0300
Системный администратор,,,,,Санкт-Петербург,2005-03-24T12:40:27+0300
Специалист по тестированию ПО,,,1000.0,USD,Москва,2005-03-24T13:43:40+0300
Ведущий специалист по развитию бизнеса,,,1700.0,USD,Москва,2005-03-24T13:43:40+0300
МЕНЕДЖЕР ПРОЕКТОВ.,,,1500.0,USD,Санкт-Петербург,2005-03-24T14:02:10+0300
Менеджер по продажам,,,2500.0,USD,Москва,2005-03-24T14:07:13+0300
"Специалист по сетевым технологиям, систем активного, пассивного оборудования.",,,1000.0,USD,Москва,2005-03-24T14:17:06+0300
IT Specialist,,,1400.0,USD,Москва,2005-03-24T14:29:49+0300
Инженер по обслуживанию локальных сетей,,,500.0,USD,Москва,2005-03-24T15:47:55+0300
Менеджер по работе с клиентами,,,,,Москва,2005-03-24T15:59:45+0300
Account director (BLM-Consort vacancy),,,3000.0,USD,Москва,2005-03-24T16:02:19+0300
Консультант по оценке недвижимости,,,,,Москва,2005-03-24T16:18:23+0300
Менеджер по продажам автоматизированных систем управления (крупная западная производственная компания),,,2000.0,USD,Санкт-Петербург,2005-03-24T16:43:27+0300
Менеджер по продажам,,,2000.0,USD,Москва,2005-03-24T16:51:29+0300
Преподаватель по направлению «Информационная безопасность».,,,,,Москва,2005-03-24T17:06:24+0300
Преподаватель по авторизованным курсам Cisco.,,,,,Москва,2005-03-24T17:09:35+0300
Разработчик отчетов,,,,,Москва,2005-03-24T17:18:50+0300
Системный архитектор,,,,,Москва,2005-03-24T17:21:35+0300
Администратор БД (MS SQL 2000),,,,,Москва,2005-03-24T17:25:01+0300
РУКОВОДИТЕЛЬ ПРОЕКТОВ,,,,,Москва,2005-03-24T17:30:58+0300
Аналитик-консультант (код: JFBA-F1),,,800.0,USD,Москва,2005-03-24T18:03:02+0300
Консультант-программист Департамента КИС,,,,,Москва,2005-03-24T18:50:24+0300
QM - Тестировщик,,,,,Москва,2005-03-24T19:34:17+0300
Секретарь – помощник руководителя / Secretary – administrative assistant,,,600.0,USD,Москва,2005-03-24T19:44:10+0300
Менеджер по продажам программного обеспечения (ПО) / Менеджер по работе с клиентами / Sales Manager / Account Manager,,,2000.0,USD,Москва,2005-03-24T20:05:50+0300
Local IT manager,,,1000.0,USD,Москва,2005-03-24T23:22:32+0300
Senior Technical Service Engineer,,,1900.0,USD,Москва,2005-03-25T09:22:51+0300
Оператор в казначейство,,,400.0,USD,Москва,2005-03-25T10:03:58+0300
Пресейл-аналитик,,,2000.0,USD,Москва,2005-03-25T10:38:27+0300
Менеджер по продажам дистанционного обучения,,,1500.0,USD,Россия,2005-03-25T10:38:27+0300
Менеджер по работе с вендерами (Cisco),,,1000.0,USD,Москва,2005-03-25T10:38:27+0300
Администратор системы SAP R/3,,,2000.0,USD,Москва,2005-03-25T10:38:27+0300
Главный специалист отдела закупок (координатор закупок под проекты),,,1200.0,USD,Москва,2005-03-25T10:49:58+0300
Ведущий инженер-программист,,,1200.0,USD,Москва,2005-03-25T10:51:17+0300
Senior Application Analyst,,,2300.0,USD,Москва,2005-03-25T12:17:34+0300
IT  специалист,,,700.0,USD,Москва,2005-03-25T12:23:39+0300
Аналитик,,,1000.0,USD,Москва,2005-03-25T12:34:55+0300
IT Бизнес аналитик,,,2500.0,USD,Москва,2005-03-25T13:05:13+0300
Инженер-программист,,,1600.0,USD,Москва,2005-03-25T13:19:05+0300
Business Process Analyst  (SAP),,,4000.0,USD,Москва,2005-03-25T13:19:31+0300
SAP Business Analyst,,,4000.0,USD,Южно-Сахалинск,2005-03-25T13:26:30+0300
Инженер-программист,,,1600.0,USD,Москва,2005-03-25T13:28:55+0300
Product Line Manager в крупную компанию-дистрибутор компьютерной техники,,,,,Москва,2005-03-25T13:36:20+0300
Менеджер по продажам в крупную компанию (опт. торговля компьютерной техникой),,,2000.0,USD,Москва,2005-03-25T13:44:50+0300
Менеджер,,,500.0,USD,Москва,2005-03-25T14:15:29+0300
Senior Application Analyst in a foreign telecom company,,,2300.0,USD,Москва,2005-03-25T14:17:08+0300
Java программист,,,1500.0,USD,Москва,2005-03-25T14:19:53+0300
Менеджер проекта,,,1500.0,USD,Москва,2005-03-25T14:20:09+0300
Специалист в отдел тестирования,,,1000.0,USD,Москва,2005-03-25T14:20:57+0300
Технический писатель,,,700.0,USD,Москва,2005-03-25T14:21:10+0300
Системный Администратор  (IT Operations specialist),,,1200.0,USD,Москва,2005-03-25T14:38:09+0300
"Systems Engineer (инженер предпродажной технической поддержки, специалист по источникам бесперебойного питания)",,,2000.0,USD,Россия,2005-03-25T14:38:20+0300
Technical Support Engineer,,,1800.0,USD,Москва,2005-03-25T14:38:21+0300
Field Service Engineer,,,1500.0,USD,Новосибирск,2005-03-25T14:41:03+0300
Field Service Engineer,,,1500.0,USD,Новосибирск,2005-03-25T14:41:05+0300
Специалист абонентского обслуживания.,,,550.0,USD,Москва,2005-03-25T14:47:03+0300
Sales / Account Manager,,,1600.0,USD,Москва,2005-03-25T15:10:14+0300
SAP R/3 (SD / MM / ABAP) Specialist,,,,,Москва,2005-03-25T15:42:49+0300
SAP R/3 (MM) Specialist,,,,,Москва,2005-03-25T15:45:18+0300
SAP R/3 (SD) Specialist,,,,,Москва,2005-03-25T15:48:12+0300
Программист 1С (Крупная розничная сеть - GSM Телефония),,,1300.0,USD,Москва,2005-03-25T15:51:49+0300
Программист 1С,,,1400.0,USD,Москва,2005-03-25T15:52:39+0300
Программист 1С (Крупная розничная сеть - GSM Телефония),,,1300.0,USD,Москва,2005-03-25T15:54:13+0300
В западную фармацевтическую компанию требуется User Support Specialist,,,800.0,USD,Москва,2005-03-25T15:58:31+0300
Системный архитектор центров обработки данных,,,,,Москва,2005-03-25T17:30:23+0300
IT Help Desk Specialist,,,600.0,USD,Москва,2005-03-25T17:38:24+0300
Маркетолог-аналитик,,,,,Санкт-Петербург,2005-03-25T17:38:36+0300
Аналитик информационно-аналитической группы,,,600.0,USD,Москва,2005-03-25T17:43:05+0300
Бизнес-аналитик,,,1900.0,USD,Москва,2005-03-25T17:52:38+0300
Системный администратор / инженер,,,1000.0,USD,Москва,2005-03-25T17:59:51+0300
Программист/ разработчик,,,1200.0,USD,Москва,2005-03-25T18:10:53+0300
Программист,,,1300.0,USD,Москва,2005-03-25T18:13:57+0300
Программист,,,1200.0,USD,Москва,2005-03-25T18:21:43+0300
Программист,,,1200.0,USD,Москва,2005-03-25T18:25:20+0300
"Директор по работе с абонентами, Харьков",,,,,Украина,2005-03-25T19:16:57+0300
Руководитель отдела программного обеспечения,,,,,Москва,2005-03-25T20:43:09+0300
Директор Розничной сети магазинов электронной техники (г.Киев).,,,,,Украина,2005-03-26T16:08:00+0300
"Менеджер по IT (Вакансия от ""A-Class"")",,,1500.0,USD,Москва,2005-03-26T19:38:02+0300
Технический писатель,,,,,Москва,2005-03-28T01:05:21+0400
Менеджер по маркетингу,,,,,Москва,2005-03-28T09:17:35+0400
Менеджер по маркетингу,,,,,Москва,2005-03-28T09:17:35+0400
Менеджер по маркетингу,,,,,Москва,2005-03-28T09:17:35+0400
Специалист по внедрению и сопровождению,,,,,Москва,2005-03-28T09:24:10+0400
Помощник в информационно-аналитический отдел,,,,,Москва,2005-03-28T09:24:10+0400
Программист JAVA,,,,,Москва,2005-03-28T09:27:24+0400
Тестировщик ПО,,,,,Москва,2005-03-28T09:27:24+0400
Ведущий ВЕБ-разработчик,,,,,Москва,2005-03-28T09:27:24+0400
Electrical SCADA engineer,,,,,Москва,2005-03-28T09:45:50+0400
Менеджер по поддержке и сопровождению программного обеспечения,,,600.0,USD,Москва,2005-03-28T10:07:51+0400
.NET-программист,,,,,Москва,2005-03-28T10:35:03+0400
Помощник системного администратора,,,600.0,USD,Москва,2005-03-28T10:37:27+0400
Программист Delphi/Oracle,,,1500.0,USD,Москва,2005-03-28T11:25:00+0400
Инженер по телекоммуникациям/Cisco специалист (IK-803-SHLJTE),,,,,Москва,2005-03-28T11:54:47+0400
Telecom Project Manager  (IK-805-SHLTE),,,,,Москва,2005-03-28T11:56:13+0400
Контент-менеджер,,,800.0,USD,Москва,2005-03-28T12:32:40+0400
Разработчик баз данных,,,1500.0,USD,Москва,2005-03-28T12:33:43+0400
Системный инженер Lotus Domino/Notes,,,,,Москва,2005-03-28T12:36:53+0400
Разработчик ПО (.NET),,,1300.0,USD,Москва,2005-03-28T12:48:21+0400
"Менеджер по работе с клиентами, Sales manager",,,2000.0,USD,Москва,2005-03-28T12:49:03+0400
Контент-менеджер сайта Гарант-ИнфоЦентр,,,,,Москва,2005-03-28T13:27:39+0400
(Мерлион) Менеджер по развитию направления (цифровая фототехника) в крупную компанию-дистрибутор,,,2000.0,USD,Москва,2005-03-28T13:33:20+0400
Региональный менеджер в крупную компанию-дистрибутор компьютерной техники,,,,,Москва,2005-03-28T13:38:37+0400
Инженер,,,600.0,USD,Москва,2005-03-28T13:58:00+0400
Менеджер по работе с корпоративными клиентами,,,,,Екатеринбург,2005-03-28T14:02:19+0400
IT Infrastructure Manager,,,2500.0,USD,Москва,2005-03-28T14:15:10+0400
Менеджер по работе с ключевыми клиентами укрупнённого региона,,,,,Екатеринбург,2005-03-28T15:07:57+0400
Менеджер офиса продаж,,,,,Екатеринбург,2005-03-28T15:32:59+0400
Системный администратор,,,1200.0,USD,Москва,2005-03-28T15:35:11+0400
Продакт менеджер (системы защит от краж в торговле),,,2000.0,USD,Москва,2005-03-28T15:35:12+0400
Civil Biometrics Business Development Manager in Foreign Telecom Company,,,,,Москва,2005-03-28T15:40:45+0400
Senior Consultant/ Manager in People Soft Practice,,,,,Москва,2005-03-28T15:42:06+0400
Маркетолог в IT компанию,,,700.0,USD,Москва,2005-03-28T15:51:06+0400
Программист по Access,,,,,Москва,2005-03-28T15:58:17+0400
Руководитель технического отдела,,,3000.0,USD,Москва,2005-03-28T16:01:18+0400
:  ведущий специалист отдела структуированного финансирования в крупный (ТОР – 20) банк,,,,,Москва,2005-03-28T16:11:08+0400
Контракт-менеджер по услугам сервисной поддержки,,,1300.0,USD,Москва,2005-03-28T16:14:27+0400
Quality Engineer intern (student) (SPb),,,,,Санкт-Петербург,2005-03-28T16:16:50+0400
TME - Course Architect (NN),,,,,Нижний Новгород,2005-03-28T16:16:50+0400
Customer Support Manager (NN),,,,,Нижний Новгород,2005-03-28T16:16:50+0400
Academic Relations Intern (MS),,,,,Москва,2005-03-28T16:16:50+0400
Field Sales Engineer #463847,,,,,Москва,2005-03-28T16:16:50+0400
WEB-программист,,,,,Москва,2005-03-28T16:36:28+0400
Java Developer,,,1600.0,USD,Москва,2005-03-28T16:42:08+0400
Sales Representative,,,2500.0,USD,Москва,2005-03-28T16:51:26+0400
Системный администратор/системный инженер,,,,,Москва,2005-03-28T17:14:23+0400
Системный администратор,,,,,Москва,2005-03-28T17:14:23+0400
Менеджер по продажам,,,650.0,USD,Москва,2005-03-28T17:24:22+0400
Software Sales Manager – Telecom,,,,,Москва,2005-03-28T17:49:17+0400
Software Sales Manager – Oil & Gas,,,,,Москва,2005-03-28T17:49:17+0400
Software Sales Manager – Government,,,,,Москва,2005-03-28T17:49:17+0400
Sales manager,,,,,Москва,2005-03-28T17:57:21+0400
Маркетолог,,,,,Москва,2005-03-28T18:17:11+0400
Дизайнер,,,,,Москва,2005-03-28T18:17:17+0400
Программист базы 1С/Системный администратор,,,1000.0,USD,Москва,2005-03-28T18:22:20+0400
Программист-разработчик пользовательского интерфейса,,,1500.0,USD,Москва,2005-03-28T18:24:32+0400
Программист C++,,,1200.0,USD,Москва,2005-03-28T18:24:32+0400
Бизнес-Аналитик (Финансовый Аналитик),,,,,Москва,2005-03-28T19:32:07+0400
Руководитель подразделения интернет проектов (Афиша Диджитал),,,,,Москва,2005-03-29T10:10:18+0400
Программист - аналитик по Powerbuilder,,,,,Москва,2005-03-29T10:18:07+0400
SAP Business Analyst,,,,,Южно-Сахалинск,2005-03-29T10:23:42+0400
Database administrator (MS SQL Server),,,1700.0,USD,Москва,2005-03-29T10:37:08+0400
Специалист технической поддержки (helpdesk),,,600.0,USD,Москва,2005-03-29T10:39:52+0400
Руководитель Интернет проектов,,,1200.0,USD,Москва,2005-03-29T10:53:34+0400
Инженер-разработчик,,,,,Москва,2005-03-29T11:10:37+0400
OFFICE MANAGER,,,3000.0,USD,Москва,2005-03-29T11:19:10+0400
"Программист-разработчик (Java, PL/SQL)",,,,,Москва,2005-03-29T11:27:58+0400
Менеджер проектов в сфере IT-образования,,,,,Москва,2005-03-29T11:27:58+0400
Бренд-менеджер,,,,,Москва,2005-03-29T11:41:16+0400
Программист-консультант по Axapta,,,5000.0,USD,Москва,2005-03-29T12:13:46+0400
Программист,,,,,Москва,2005-03-29T12:59:27+0400
Программист Delphi,,,,,Москва,2005-03-29T12:59:28+0400
Старший специалист отдела по сохранению клиентов,,,,,Москва,2005-03-29T13:09:46+0400
Специалист по СКС,,,900.0,USD,Москва,2005-03-29T13:17:42+0400
Инженер в отдел эксплуатации сервисных платформ,,,,,Москва,2005-03-29T13:20:18+0400
Инженер ( отдел эксплуатации сервисных платформ),,,,,Москва,2005-03-29T13:21:31+0400
Технический специалист,,,700.0,USD,Москва,2005-03-29T13:37:40+0400
Менеджер по локализации,,,1100.0,USD,Москва,2005-03-29T14:16:55+0400
Помощник системного администратора,,,500.0,USD,Москва,2005-03-29T14:27:57+0400
Разработчик отчетов в Crystal Repоrt,,,,,Москва,2005-03-29T14:38:03+0400
Специалист по внедрению строительной САПР,,,1200.0,USD,Москва,2005-03-29T14:51:14+0400
Менеджер по работе с клиентами/Account manager,,,,,Москва,2005-03-29T15:21:34+0400
IT Manager,,,2300.0,USD,Москва,2005-03-29T15:34:13+0400
Software Development Expert,,,,,Москва,2005-03-29T15:43:23+0400
Администратор сети,,,,,Москва,2005-03-29T16:16:02+0400
Инженер технической поддержки,,,,,Москва,2005-03-29T16:16:02+0400
Веб-дизайнер,,,,,Москва,2005-03-29T16:16:02+0400
Менеджер по закупкам,,,,,Москва,2005-03-29T16:16:02+0400
Специалист службы поддержки пользователей (HelpDesk),,,900.0,USD,Москва,2005-03-29T16:28:03+0400
Видеодизайнер-аниматор,,,1000.0,USD,Москва,2005-03-29T16:38:26+0400
Видеодизайнер-аниматор,,,1000.0,USD,Москва,2005-03-29T16:38:30+0400
Менеджер по развитию бизнеса(направление видеоконференцсвязи),,,,,Москва,2005-03-29T16:45:35+0400
Менеджер по продажам,,,2000.0,USD,Москва,2005-03-29T16:51:25+0400
Telecommunications Engineer for Sakhalin project,,,3000.0,USD,Москва,2005-03-29T16:59:41+0400
IT-специалист,,,450.0,USD,Воронеж,2005-03-29T17:01:40+0400
Инженер,,,,,Санкт-Петербург,2005-03-29T17:02:16+0400
Специалист технической поддержки прикладных продуктов,,,,,Москва,2005-03-29T17:10:55+0400
